Año;Mes;Organismo;Evento;Entradas;Clasificación
2019;Diciembre;Fernán Gómez;EL NIÑO Y LA BESTIA;246;Cine y Audiovisual
2019;Diciembre;Fernán Gómez;F.M. 2062;24;Teatro y Escénicas
2019;Diciembre;Fernán Gómez;F.M. OVIDIA;46;Teatro y Escénicas
2019;Diciembre;Fernán Gómez;FG. Spirit of New Orleans Gospel Choir;340;Música y Conciertos
2019;Diciembre;Fernán Gómez;FG. the Campbell Brothers;170;Música y Conciertos
2019;Diciembre;Fernán Gómez;FG. the Mississippi Mass Choir;248;Música y Conciertos
2019;Julio;Madrid Destino;VV La Nuit Des Taupes;178;Cine y Audiovisual
2019;Agosto;Madrid Destino;Sin Eventos;0;Cultura General
2019;Septiembre;Madrid Destino;Sin Eventos;0;Cultura General
2019;Octubre;Madrid Destino;Sin Eventos;0;Cultura General
2019;Noviembre;Madrid Destino;TENT - Amor Extremo;63;Cultura General
2019;Noviembre;Madrid Destino;TENT - Extremismo;31;Cultura General
2019;Diciembre;Madrid Destino;Sin Eventos;0;Cultura General
2019;Julio;Naves Matadero;Family Project - Performance Ensayos De Santidad;8;Teatro y Escénicas
2019;Julio;Naves Matadero;Split Flow y Holistic Strata;189;Teatro y Escénicas
2019;Agosto;Naves Matadero;Sin Eventos;0;Cultura General
2019;Septiembre;Naves Matadero;El Cielo Era Más Claro en Aquellos Días;88;Teatro y Escénicas
2019;Septiembre;Naves Matadero;VR_I- Cie. Gilles Jobin & Artanim;23;Cultura General
2019;Octubre;Naves Matadero;Living Room Room - Fátima Miranda;48;Música y Conciertos
2019;Octubre;Naves Matadero;Man Rec - Amala Dianor;21;Teatro y Escénicas
2019;Octubre;Naves Matadero;Narcissister y Ashley Ferro-Murray;57;Cultura General
2019;Octubre;Naves Matadero;Nora Chipaumire y Jay Pather;57;Teatro y Escénicas
2019;Noviembre;Naves Matadero;Es Luna Llena en La Cicatriz;15;Teatro y Escénicas
2019;Diciembre;Naves Matadero;I Love Madrid _ José Ramón Hernández Suarez;72;Teatro y Escénicas
2019;Julio;Circo Price;Sin Eventos;0;Cultura General
2019;Agosto;Circo Price;Sin Eventos;0;Cultura General
2019;Septiembre;Circo Price;CHUFLA;283;Teatro y Escénicas
2019;Septiembre;Circo Price;Elektri(c)k;422;Teatro y Escénicas
2019;Octubre;Circo Price;FIRCO, Segundo Festival Iberoamericano De Circo;885;Infantil / Familiar
2019;Octubre;Circo Price;Le Vide - Essai De Cirque;147;Teatro y Escénicas
2019;Octubre;Circo Price;Yolo (You Only Live Once);202;Teatro y Escénicas
2019;Noviembre;Circo Price;Circo Price en Navidad;343;Infantil / Familiar
2019;Noviembre;Circo Price;CR - Áureo;118;Teatro y Escénicas
2019;Noviembre;Circo Price;CR - Orquesta De Malabares;102;Teatro y Escénicas
2019;Diciembre;Circo Price;Circo Price en Navidad;1428;Infantil / Familiar
2019;Julio;Teatro Español;Sin Eventos;0;Cultura General
2019;Agosto;Teatro Español;Sin Eventos;0;Cultura General
2019;Septiembre;Teatro Español;El Sirviente;577;Teatro y Escénicas
2019;Septiembre;Teatro Español;Lo Nunca Visto;150;Teatro y Escénicas
2019;Septiembre;Teatro Español;Zonas De Conflicto;133;Teatro y Escénicas
2019;Octubre;Teatro Español;¿quién Es El Sr. Schmitt?;1278;Teatro y Escénicas
2019;Octubre;Teatro Español;El Sirviente;1139;Teatro y Escénicas
2019;Octubre;Teatro Español;Juguetes Rotos;228;Teatro y Escénicas
2019;Octubre;Teatro Español;Lo Nunca Visto;200;Teatro y Escénicas
2019;Octubre;Teatro Español;Puse Mi Patria en El Vuelo;142;Teatro y Escénicas
2019;Noviembre;Teatro Español;¿quién Es El Sr. Schmitt?;347;Teatro y Escénicas
2019;Noviembre;Teatro Español;Beca y Eva Dicen Que Se Quieren;133;Teatro y Escénicas
2019;Noviembre;Teatro Español;Ecos;1218;Teatro y Escénicas
2019;Noviembre;Teatro Español;Juguetes Rotos;62;Teatro y Escénicas
2019;Noviembre;Teatro Español;La Espuma De Los Días;129;Teatro y Escénicas
2019;Diciembre;Teatro Español;Juana;1394;Teatro y Escénicas
2019;Diciembre;Teatro Español;La Espuma De Los Días;286;Teatro y Escénicas
2019;Diciembre;Teatro Español;Rebota, Rebota y en Tu Cara Explota;51;Teatro y Escénicas
2020;Enero;Cineteca;An Elephant Sitting Still;54;Cine y Audiovisual
2020;Enero;Cineteca;Another Year;30;Cine y Audiovisual
2020;Enero;Cineteca;Ask Dr. Ruth;58;Documental
2020;Enero;Cineteca;Blow-Up (Deseo De Una Mañana De Verano);60;Cine y Audiovisual
2020;Enero;Cineteca;Caché (Escondido);60;Cine y Audiovisual
2020;Enero;Cineteca;De La Fotografía Al Fotograma Street Scene;30;Cine y Audiovisual
2020;Enero;Cineteca;Derechos Del Hombre;32;Cine y Audiovisual
2020;Enero;Cineteca;El Coheredero / El Complejo De Dinero;10;Cine y Audiovisual
2020;Enero;Cineteca;El Fotógrafo Del Pánico;30;Cine y Audiovisual
2020;Enero;Cineteca;El Paraíso;14;Cine y Audiovisual
2020;Enero;Cineteca;Ema;54;Cine y Audiovisual
2020;Enero;Cineteca;Foco Shenge Zhu & Zhengfan Yang;17;Cine y Audiovisual
2020;Enero;Cineteca;Il Se Peut Que La Beauté Ait Renforcé Notre Résolution;16;Cine y Audiovisual
2020;Enero;Cineteca;Juan Rodrigáñez. La Troupe De Lo Imprevisto;9;Cine y Audiovisual
2020;Enero;Cineteca;Judy;54;Cine y Audiovisual
2020;Enero;Cineteca;La Conversación;30;Cine y Audiovisual
2020;Enero;Cineteca;La Muerte en Directo;56;Cine y Audiovisual
2020;Enero;Cineteca;La Ventana Indiscreta;54;Cine y Audiovisual
2020;Enero;Cineteca;Los Testigos De Putin;54;Documental
2020;Enero;Cineteca;M;54;Cine y Audiovisual
2020;Enero;Cineteca;Made in China;26;Cine y Audiovisual
2020;Enero;Cineteca;Manu Luksch;14;Cine y Audiovisual
2020;Enero;Cineteca;Out of Focus;25;Cine y Audiovisual
2020;Enero;Cineteca;Portrait D'une Paresseuse /Lunch Break /the Role of a Lifeti;24;Cine y Audiovisual
2020;Enero;Cineteca;Present. Perfect;24;Cine y Audiovisual
2020;Enero;Cineteca;Primeras Soledades;37;Cine y Audiovisual
2020;Enero;Cineteca;Reminiscences of a Journey to Lithuania/Makeshift (for Mekas;55;Cine y Audiovisual
2020;Enero;Cineteca;Russia from My Window;47;Cine y Audiovisual
2020;Enero;Cineteca;Sexo, Mentiras y Cintas De Vídeo;60;Cine y Audiovisual
2020;Enero;Cineteca;Spectres;14;Cine y Audiovisual
2020;Enero;Cineteca;Teorema Zero;24;Cine y Audiovisual
2020;Enero;Cineteca;The Image you Missed;42;Documental
2020;Enero;Cineteca;Viajando;30;Cine y Audiovisual
2020;Enero;Cineteca;Wanda;20;Cine y Audiovisual
2020;Enero;Cineteca;Where are you Going;22;Cine y Audiovisual
2020;Febrero;Cineteca;<3;54;Cine y Audiovisual
2020;Febrero;Cineteca;Arima;48;Cine y Audiovisual
2020;Febrero;Cineteca;Asako I & II;30;Cine y Audiovisual
2020;Febrero;Cineteca;Banda Aparte;42;Cine y Audiovisual
2020;Febrero;Cineteca;Cavernícola;15;Cine y Audiovisual
2020;Febrero;Cineteca;Chris El Suizo;44;Cine y Audiovisual
2020;Febrero;Cineteca;Creature Comforts. Shaun the Sheep. Morph;16;Cine y Audiovisual
2020;Febrero;Cineteca;Crónica De Un Verano/Les Veuves De Quinze Ans/Los Que Desean;30;Cine y Audiovisual
2020;Febrero;Cineteca;Dear Etranger;14;Cine y Audiovisual
2020;Febrero;Cineteca;Demasiado Pantalla Friend: Ponme Un Kilo De Eso;19;Cine y Audiovisual
2020;Febrero;Cineteca;Drowning Love;30;Cine y Audiovisual
2020;Febrero;Cineteca;Early Shorts (Los Años 80);7;Cine y Audiovisual
2020;Febrero;Cineteca;El Viaje De Takara;38;Cine y Audiovisual
2020;Febrero;Cineteca;Embriagado De Amor;30;Cine y Audiovisual
2020;Febrero;Cineteca;En Corto... Es Más Íntimo;46;Cine y Audiovisual
2020;Febrero;Cineteca;Encuesta Sobre El Amor;21;Cine y Audiovisual
2020;Febrero;Cineteca;Her Love Boils Bathwater;52;Cine y Audiovisual
2020;Febrero;Cineteca;La Asfixia;66;Cine y Audiovisual
2020;Febrero;Cineteca;La Femme De Mon Frère;14;Cine y Audiovisual
2020;Febrero;Cineteca;La Guerra De Los Rose;21;Cine y Audiovisual
2020;Febrero;Cineteca;La Loba Parda;8;Cine y Audiovisual
2020;Febrero;Cineteca;Les Proies;25;Cine y Audiovisual
2020;Febrero;Cineteca;Los Asesinos De La Luna De Miel;25;Cine y Audiovisual
2020;Febrero;Cineteca;Los Puentes De Madison;51;Cine y Audiovisual
2020;Febrero;Cineteca;Masterclass Con Peter Lord;54;Cultura General
2020;Febrero;Cineteca;Monos;29;Cine y Audiovisual
2020;Febrero;Cineteca;My Nudity Means Nothing;51;Cine y Audiovisual
2020;Febrero;Cineteca;No Sex Last Night;58;Cine y Audiovisual
2020;Febrero;Cineteca;Paso Al Límite;14;Cine y Audiovisual
2020;Febrero;Cineteca;Respirar Correr Mirar + Mursego;13;Cine y Audiovisual
2020;Febrero;Cineteca;Shorts (1990/2015);22;Cine y Audiovisual
2020;Febrero;Cineteca;Slapstick & Iconoclastas;30;Cine y Audiovisual
2020;Febrero;Cineteca;Soy Un Cyborg;18;Cine y Audiovisual
2020;Febrero;Cineteca;The Tokio Night Sky is Always the Densest Shade of Blue;52;Cine y Audiovisual
2020;Febrero;Cineteca;Three Stories of Love;14;Cine y Audiovisual
2020;Febrero;Cineteca;Une Colonie;14;Cine y Audiovisual
2020;Febrero;Cineteca;Wallace & Gromit;55;Cine y Audiovisual
2020;Febrero;Cineteca;Y Llovieron Pájaros;16;Cine y Audiovisual
2020;Febrero;Cineteca;Yo Maté a Mi Madre;49;Cine y Audiovisual
2020;Marzo;Cineteca;Amanece Que No Es Poco;30;Cine y Audiovisual
2020;Marzo;Cineteca;Antología De Un Pueblo Fantasma;42;Cine y Audiovisual
2020;Marzo;Cineteca;Cachada;0;Documental
2020;Marzo;Cineteca;Carcasses;11;Documental
2020;Marzo;Cineteca;Curling;0;Cine y Audiovisual
2020;Marzo;Cineteca;Don't Cry Pretty Girls;0;Cine y Audiovisual
2020;Marzo;Cineteca;La Flor  (3ª Parte);0;Cine y Audiovisual
2020;Marzo;Cineteca;La Flor (1ª Parte);0;Cine y Audiovisual
2020;Marzo;Cineteca;La Flor (2ª Parte);0;Cine y Audiovisual
2020;Marzo;Cineteca;La Lengua De Las Mariposas;53;Cine y Audiovisual
2020;Marzo;Cineteca;Les Ètats Nordiques;14;Cine y Audiovisual
2020;Marzo;Cineteca;Pares y Nones;28;Cine y Audiovisual
2020;Abril;Cineteca;Sin Eventos;0;Cultura General
2020;Mayo;Cineteca;Sin Eventos;0;Cultura General
2020;Junio;Cineteca;Sin Eventos;0;Cultura General
2020;Enero;Conde Duque;Dureé D'exposition (Tiempo De Exposición);103;Cine y Audiovisual
2020;Enero;Conde Duque;Poesía o Barbarie;56;Literatura y Poesía
2020;Enero;Conde Duque;SCD Carla Dal Forno;83;Música y Conciertos
2020;Enero;Conde Duque;SCD Pere Ubu;83;Música y Conciertos
2020;Enero;Conde Duque;SCD Sam Amidon;83;Música y Conciertos
2020;Febrero;Conde Duque;DU20 - Javier Cansado y Ernesto Rodríguez Abad;110;Cultura General
2020;Febrero;Conde Duque;DU20 - Joaquín Reyes y Jaime Vallaure;126;Cultura General
2020;Febrero;Conde Duque;DU20 - Quequé y Grumelot;112;Cultura General
2020;Febrero;Conde Duque;MACHO. Crónicas De Identidad Perdida;115;Teatro y Escénicas
2020;Febrero;Conde Duque;Muestras Mentorías Grumelot;101;Cultura General
2020;Febrero;Conde Duque;Poesía o Barbarie;56;Literatura y Poesía
2020;Febrero;Conde Duque;SCD - Lafawndah;76;Música y Conciertos
2020;Febrero;Conde Duque;SCD - Nova Materia + Asunción;76;Música y Conciertos
2020;Febrero;Conde Duque;SCD - Za! +  Seward + Los Sara Fontán;55;Música y Conciertos
2020;Marzo;Conde Duque;DU20 - Ignatius y Poliana Lima;0;Cultura General
2020;Marzo;Conde Duque;La Chica Que Soñaba;112;Teatro y Escénicas
2020;Marzo;Conde Duque;Poesía o Barbarie;56;Literatura y Poesía
2020;Marzo;Conde Duque;SCD - Charlotte Dos Santos;0;Música y Conciertos
2020;Marzo;Conde Duque;SCD - Craig Leon & Cassell Webb;57;Música y Conciertos
2020;Marzo;Conde Duque;SCD - Moon Duo Presentan the Lightship;0;Música y Conciertos
2020;Abril;Conde Duque;Sin Eventos;0;Cultura General
2020;Mayo;Conde Duque;Sin Eventos;0;Cultura General
2020;Junio;Conde Duque;Sin Eventos;0;Cultura General
2020;Septiembre;Conde Duque;Cine - The Woman Who Ran;29;Cine y Audiovisual
2020;Septiembre;Conde Duque;Música - Instituto Stocos “^piano & Dancer”;25;Música y Conciertos
2020;Septiembre;Conde Duque;Música - OVERture;25;Música y Conciertos
2020;Septiembre;Conde Duque;Música - Trío Zukan “comunik2”;25;Música y Conciertos
2020;Septiembre;Conde Duque;Teatro - Psychodrama;50;Teatro y Escénicas
2020;Octubre;Conde Duque;Cine - De Nuevo Otra Vez;0;Cine y Audiovisual
2020;Octubre;Conde Duque;Cine - Le Sel Des Larmes;30;Cine y Audiovisual
2020;Octubre;Conde Duque;Cine - Meseta;30;Cine y Audiovisual
2020;Octubre;Conde Duque;Cine - Una Historia Para Los Modlin + My Mexican Bretzel;30;Cine y Audiovisual
2020;Octubre;Conde Duque;Música - Mastretta;24;Música y Conciertos
2020;Octubre;Conde Duque;Música - Raül Refree;23;Música y Conciertos
2020;Octubre;Conde Duque;Música - Sara Correia;24;Música y Conciertos
2020;Octubre;Conde Duque;Teatro - Duólogo De Los Cuerpos Armoniosos;44;Teatro y Escénicas
2020;Octubre;Conde Duque;Teatro - Duólogos | Duólogo Del Celuloide;44;Duólogo
2020;Octubre;Conde Duque;Teatro - La Otra Escena;44;Teatro y Escénicas
2020;Octubre;Conde Duque;Actividades - La Chica Que Soñaba;38;Cultura General
2020;Octubre;Conde Duque;Teatro - Tálamo;26;Teatro y Escénicas
2020;Noviembre;Conde Duque;Actividades - Poem Room;24;Literatura y Poesía
2020;Noviembre;Conde Duque;Cine - Asaltar Los Cielos;25;Cine y Audiovisual
2020;Noviembre;Conde Duque;Cine - De Nuevo Otra Vez;27;Cine y Audiovisual
2020;Noviembre;Conde Duque;Cine - Navajeros;29;Cine y Audiovisual
2020;Noviembre;Conde Duque;Dear Werner (Walking on Cinema);26;Cine y Audiovisual
2020;Noviembre;Conde Duque;Música - Agua Brotando De Una Piedra Negra;25;Música y Conciertos
2020;Noviembre;Conde Duque;Música - Belén Martín Quintet;25;Música y Conciertos
2020;Noviembre;Conde Duque;Música - Javier Moreno & Quinteto Capital;2;Música y Conciertos
2020;Noviembre;Conde Duque;Música - La Resistencia Jazz Ensemble;1;Música y Conciertos
2020;Noviembre;Conde Duque;Teatro - The Mountain;47;Teatro y Escénicas
2020;Noviembre;Conde Duque;Teatro - Tiburón;40;Teatro y Escénicas
2020;Noviembre;Conde Duque;Teatro -Sonoma;43;Teatro y Escénicas
2020;Diciembre;Conde Duque;Certamen Coreográfico De Madrid;63;Teatro y Escénicas
2020;Diciembre;Conde Duque;Cine - 27 Horas;35;Cine y Audiovisual
2020;Diciembre;Conde Duque;Cine - Mamá, Mamá, Mamá;38;Cine y Audiovisual
2020;Diciembre;Conde Duque;Cine - Port Authority;0;Cine y Audiovisual
2020;Diciembre;Conde Duque;Música - Sara Socas;0;Música y Conciertos
2020;Diciembre;Conde Duque;Música - Wesphere;21;Música y Conciertos
2020;Diciembre;Conde Duque;Teatro - Lo Sostenido 5.4;60;Teatro y Escénicas
2020;Enero;Fernán Gómez;Drácula, Biografía No Autorizada;1290;Teatro y Escénicas
2020;Enero;Fernán Gómez;EL HOMBRE Y EL LIENZO;372;Teatro y Escénicas
2020;Enero;Fernán Gómez;F.M. HOME;46;Teatro y Escénicas
2020;Febrero;Fernán Gómez;Cenizas De Fénix. Los Martes, Milagro;30;Teatro y Escénicas
2020;Febrero;Fernán Gómez;Drácula, Biografía No Autorizada;277;Teatro y Escénicas
2020;Febrero;Fernán Gómez;REY LEAR;1025;Teatro y Escénicas
2020;Febrero;Fernán Gómez;WASTED;407;Teatro y Escénicas
2020;Marzo;Fernán Gómez;Dani Orviz & Ual.la. Poética Contemporánea.;37;Literatura y Poesía
2020;Marzo;Fernán Gómez;El Otro;108;Teatro y Escénicas
2020;Marzo;Fernán Gómez;FNU-CA. Cashalada: DivinAberración;37;Música y Conciertos
2020;Marzo;Fernán Gómez;FNU-CA. M. Ramos y J. Zelada: Cantar Las 40;37;Música y Conciertos
2020;Marzo;Fernán Gómez;FNU-CA. Sil De Castro: Mazodiva;37;Cultura General
2020;Marzo;Fernán Gómez;Hoy Puede Ser Mi Gran Noche;0;Teatro y Escénicas
2020;Abril;Fernán Gómez;Sin Eventos;0;Cultura General
2020;Mayo;Fernán Gómez;Sin Eventos;0;Cultura General
2020;Junio;Fernán Gómez;Sin Eventos;0;Cultura General
2020;Octubre;Fernán Gómez;Ana, También a Nosotros Nos Llevará El Olvido;150;Teatro y Escénicas
2020;Octubre;Fernán Gómez;Bien Está Que Fuera Tu Tierra, Galdós;180;Teatro y Escénicas
2020;Octubre;Fernán Gómez;MEM/ FF/ Mayte Martín;80;Música y Conciertos
2020;Octubre;Fernán Gómez;MEM/ FMI/ Rodrigo Cuevas;23;Música y Conciertos
2020;Octubre;Fernán Gómez;Noche De Difuntos;150;Teatro y Escénicas
2020;Octubre;Fernán Gómez;Ternura Negra;300;Teatro y Escénicas
2020;Noviembre;Fernán Gómez;Bien Está Que Fuera Tu Tierra, Galdós;320;Teatro y Escénicas
2020;Noviembre;Fernán Gómez;FJ/ Caminero Quintet;2;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Daniel García Trío;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Dorantes;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Enriquito;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Ernesto Aurignac Ensemble;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Iñaki Salvador y Chris Kase;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Javier Colina y Lockdown Band;2;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Marcin Masecki;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Mariola Membrives Guitar Band;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;FJ/ Suso Sáiz;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;MEM/ FF/ Antonio Reyes;80;Música y Conciertos
2020;Noviembre;Fernán Gómez;"MEM/ FF/  Vicente Soto ""Sordera"" y Luis Moneo";0;Música y Conciertos
2020;Noviembre;Fernán Gómez;"FJ/ Teatro De La Reunión "" Escenas Del Jazz""";80;Teatro y Escénicas
2020;Noviembre;Fernán Gómez;MEM/ FMI/ SES;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;CPC/ Ajo & Nacho Mastretta - Eduard Escoffet;20;Literatura y Poesía
2020;Diciembre;Fernán Gómez;CPC/ María Eloy-García / Deborah Vukusik;20;Literatura y Poesía
2020;Diciembre;Fernán Gómez;CPC/ Rrucculla / Pere Saizprez;20;Literatura y Poesía
2020;Diciembre;Fernán Gómez;DÉJÀ-VU;55;Teatro y Escénicas
2020;Diciembre;Fernán Gómez;MD/ Estrella;55;Infantil / Familiar
2020;Diciembre;Fernán Gómez;MD/ La Principita;109;Infantil / Familiar
2020;Diciembre;Fernán Gómez;29 Certamen Coreografía De Danza Española y Flamenco;55;Teatro y Escénicas
2020;Diciembre;Fernán Gómez;MD/ Uniko;15;Infantil / Familiar
2020;Diciembre;Fernán Gómez;MEM/ FF/  L/ Peña, J/ Heredia, J/ Carrasco, El Pañero y El P;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FF/  La Tremendita;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FF/ Ana Morales;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FF/ Carrete De Málaga;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FF/ Pastora Galván;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FMI/ Delafé;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FMI/ Fetén Fetén y Javier Ruibal;80;Música y Conciertos
2020;Diciembre;Fernán Gómez;MEM/ FMI/ Joana Serrat;80;Música y Conciertos
2020;Enero;Naves Español en Matadero;Empire_Milo Rau;192;Teatro y Escénicas
2020;Enero;Naves Español en Matadero;Mars II_Karl Van Welden;24;Teatro y Escénicas
2020;Febrero;Naves Español en Matadero;Le Scorpion (2002) De Martin Matalon;58;Música y Conciertos
2020;Febrero;Naves Español en Matadero;PS / Wam_Rodrigo García;23;Teatro y Escénicas
2020;Marzo;Naves Español en Matadero;Big Bears Cry too_Miet Warlop;0;Teatro y Escénicas
2020;Marzo;Naves Español en Matadero;La Realidad;0;Teatro y Escénicas
2020;Marzo;Naves Español en Matadero;Three Tales_ Beryl Korot y Steve Reich;172;Música y Conciertos
2020;Abril;Naves Español en Matadero;Sin Eventos;0;Cultura General
2020;Mayo;Naves Español en Matadero;Sin Eventos;0;Cultura General
2020;Junio;Naves Español en Matadero;Sin Eventos;0;Cultura General
2020;Septiembre;Naves Español en Matadero;As One;156;Teatro y Escénicas
2020;Septiembre;Naves Español en Matadero;Dosis De Paraíso;74;Teatro y Escénicas
2020;Septiembre;Naves Español en Matadero;Fariña;363;Teatro y Escénicas
2020;Octubre;Naves Español en Matadero;Fariña;169;Teatro y Escénicas
2020;Octubre;Naves Español en Matadero;As One;82;Teatro y Escénicas
2020;Octubre;Naves Español en Matadero;Las Criadas;419;Teatro y Escénicas
2020;Octubre;Naves Español en Matadero;Pedro Páramo;448;Teatro y Escénicas
2020;Octubre;Naves Español en Matadero;Sufrida Calo;26;Teatro y Escénicas
2020;Noviembre;Naves Español en Matadero;Instrucciones Para Mejorar La Vida;66;Teatro y Escénicas
2020;Noviembre;Naves Español en Matadero;La Melancolía Del Turista;2;Teatro y Escénicas
2020;Noviembre;Naves Español en Matadero;Las Criadas;17;Teatro y Escénicas
2020;Noviembre;Naves Español en Matadero;NAVES 2020 - Juana Inés;190;Teatro y Escénicas
2020;Noviembre;Naves Español en Matadero;Pedro Páramo;224;Teatro y Escénicas
2020;Diciembre;Naves Español en Matadero;BEETHOVEN#PARAELISA;290;Música y Conciertos
2020;Diciembre;Naves Español en Matadero;El Salto De Darwin;240;Teatro y Escénicas
2020;Diciembre;Naves Español en Matadero;J' Attendrai;90;Teatro y Escénicas
